Submission ID,Respondent ID,Submitted at,Enter your age,Enter your Gender,Program of Study,Semester,Program/Course,Program Other Field,Prior Meditation Experience:,Frequency of Meditation:,Average Duration of each meditation session:,Type of Meditation practiced:,Would you do meditation voluntarily? By yourself ,PRE1. I feel stressed about academic deadlines and exams.,PRE2. I struggle to concentrate on studies due to stress.,PRE3. Meditation does not help reduce my stress.,PRE4. I often feel anxious before tests or assignments.,PRE5. I can manage multiple academic tasks without feeling overwhelmed.,PRE6. Stress negatively affects my academic performance.,PRE7. I feel calm and focused during study sessions.,POST1. I feel stressed about academic deadlines and exams.,POST2. I struggle to concentrate on studies due to stress.,POST3. Meditation does not help reduce my stress.,POST4. I often feel anxious before tests or assignments.,POST5. I can manage multiple academic tasks without feeling overwhelmed.,POST6. Stress negatively affects my academic performance.,POST7. I feel calm and focused during study sessions.,1. How did meditation influence your stress levels during academic tasks?,"2. Which meditation practices were most effective for you, and why?","3. Did meditation help improve focus, time management, or emotional stability? Please explain.",Consent Checkbox,Consent Checkbox (Yes),MISC1. Did meditation just work for you now?,Relaxing Recommendations,Relaxing Recommendations (Check me for relaxing recommendations ),"MISC2. How frequently do you experience physical symptoms of stress (e.g., headaches, muscle tension) related to academic work?","Describe your problem: (And don't worry, this is full private. We won't say anything, nor will we show any of the teachers)",MISC3. Do you use meditation to cope with exam/academic stress?,Do you do anything else than just meditation? ,What do you actually do to reduce stress during exam time?,So... what do you do to relax during exam time?,MISC4. Will you recommend meditation to your classmates or other students for stress relief?,MISC5. Do you have any other thoughts about meditation and college stress?,"MISC6. How did our form feel compared to the others? Good, not good, etc? Can you please rate it? where 0 is worst, and 10 is best.",Form Comparison: Unique or not.,"Form Comparison: Unique or not. (Yes, definitely unique. Want to see more like this. )","Form Comparison: Unique or not. (Unique, but I don't think I want to see more like this. I want the standard ones. )","Form Comparison: Unique or not. (I don't know, dude. It looks the same to me.)"
jaEQNM6,NpqGR2W,2025-10-16 4:35:16,18,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),5-6 days/week,Less than 5 mins,Mindfullness/Awareness,Yes,2,3,3,1,2,2,2,2,4,2,2,2,4,4,,,,Yes,TRUE,0,Check me for relaxing recommendations ,TRUE,Headaches.,,No,,Hobbies,,No,,3,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,TRUE
Y5qW8zz,7RX6pA6,2025-10-16 4:36:06,19,Male,Undergraduate (UG),1,BCA,,None,0 days/week,5-15 mins,Breath-based (Pranayama),No,4,4,2,4,3,4,4,3,3,3,3,4,4,2,,,,Yes,TRUE,3,,,"No symptoms, bro! All fine. ",,No,,Games,,No,,0,"I don't know, dude. It looks the same to me.",TRUE,FALSE,TRUE
RGr5pBQ,yPXVdB6,2025-10-16 4:36:11,18,Female,Undergraduate (UG),1,BCA,,None,1-2 days/week,5-15 mins,"Moving Meditation (like Tai-Chi, Yoga, etc)",Maybe?,4,3,3,3,3,3,3,4,3,3,3,3,3,4,,,,Yes,TRUE,2,Check me for relaxing recommendations ,TRUE,Headaches.,,No,,Music,,Maybe?,,2,,TRUE,TRUE,TRUE
jaEQN91,zxEP1kZ,2025-10-16 4:36:13,18,Male,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),3-4 days/week,5-15 mins,Breath-based (Pranayama),Yes,2,1,2,2,3,3,4,3,2,2,5,3,5,4,,,,Yes,TRUE,3,,FALSE,"No symptoms, bro! All fine. ",,No,,Hobbies,,No,,7,"Unique, but I don't think I want to see more like this. I want the standard ones. ",TRUE,FALSE,FALSE
VLx5go6,PdRVGoP,2025-10-16 4:36:30,18,Female,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),3-4 days/week,15-30 mins,"Moving Meditation (like Tai-Chi, Yoga, etc)",Yes,4,4,3,3,4,4,3,3,3,3,3,3,3,2,Concentrate better,Pranayama ,"Not really, I end up getting stressed out ",Yes,TRUE,2,Check me for relaxing recommendations ,TRUE,"Headaches., Difficulty sleeping (not counting the part where you stay up late to watch anime or a TV show... and you actually work on your academic course work)",,No,,Music,,Maybe?,,7,"Yes, definitely unique. Want to see more like this. ",TRUE,TRUE,FALSE
lb4dQKo,zxEP1lg,2025-10-16 4:36:39,17,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,5-15 mins,"Moving Meditation (like Tai-Chi, Yoga, etc)",Yes,3,3,3,3,4,2,3,3,3,3,3,3,3,2,,,,Yes,TRUE,2,,FALSE,"No symptoms, bro! All fine. ",,Yes,Cricket,,,Yes,,6,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
5BO1R8N,yPXVdLd,2025-10-16 4:36:38,19,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,Less than 5 mins,"Moving Meditation (like Tai-Chi, Yoga, etc)",Yes,4,4,2,3,4,4,4,4,4,4,4,4,4,4,,,,Yes,TRUE,2,Check me for relaxing recommendations ,TRUE,"No symptoms, bro! All fine. ",,Yes,,,,Yes,,4,,FALSE,TRUE,FALSE
kdr6qJr,q450k05,2025-10-16 4:36:45,17,Male,Undergraduate (UG),1,BCA,,None,0 days/week,Less than 5 mins,Breath-based (Pranayama),No,2,2,3,2,4,2,4,2,2,3,2,4,2,2,,,,Yes,TRUE,1,,FALSE,"No symptoms, bro! All fine. ",,No,,Hang out with friends,,Maybe?,,7,"I don't know, dude. It looks the same to me.",FALSE,FALSE,FALSE
XxNWXQL,A7r1jVy,2025-10-16 4:37:07,18,Female,Undergraduate (UG),1,BCA,,None,0 days/week,Less than 5 mins,"Moving Meditation (like Tai-Chi, Yoga, etc)",No,4,3,3,3,3,4,2,4,4,2,4,3,4,3,,,,Yes,TRUE,1,,FALSE,"Headaches., Muscle tension: Neck, shoulder and other stiffness when you're working for a long time. ",,No,,Hang out with friends,,No,,7,"I don't know, dude. It looks the same to me.",TRUE,FALSE,FALSE
Y5qW89W,KYpdaqg,2025-10-16 4:37:08,18,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,15-30 mins,Mindfullness/Awareness,Maybe?,3,2,1,2,3,3,3,3,3,3,3,3,3,3,,,,Yes,TRUE,3,,FALSE,Dizziness?,,No,,Music,,No,,8,"Unique, but I don't think I want to see more like this. I want the standard ones. ",TRUE,FALSE,FALSE
68V2oVJ,jae1kdQ,2025-10-16 4:37:16,18,Female,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),1-2 days/week,15-30 mins,Breath-based (Pranayama),Yes,5,3,3,3,3,3,3,5,5,4,4,4,4,4,It calms our mind,Pranayama,Yess,Yes,TRUE,4,,,"Headaches., No symptoms, bro! All fine. , Other",Nothing ,,,,,,,5,,FALSE,FALSE,TRUE
pbZBaZB,9qNboLE,2025-10-16 4:37:18,18,Male,Undergraduate (UG),1,BCA,,None,0 days/week,Less than 5 mins,"Moving Meditation (like Tai-Chi, Yoga, etc)",No,4,4,3,2,3,3,2,4,3,1,1,3,3,3,,,,Yes,TRUE,0,Check me for relaxing recommendations ,TRUE,Headaches.,,No,,"Music, Games, Hobbies, Just roam around, Hang out with friends",,No,,10,"Unique, but I don't think I want to see more like this. I want the standard ones. ",TRUE,TRUE,TRUE
xX6aK65,Xx5Z2VP,2025-10-16 4:37:23,18,Female,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),1-2 days/week,5-15 mins,Breath-based (Pranayama),Yes,3,4,1,3,3,3,4,4,2,2,4,3,3,4,It helps me calm down,Breathing,Yes it did,Yes,TRUE,4,Check me for relaxing recommendations ,TRUE,Headaches.,,Yes,Games,,,Yes,No,10,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,TRUE
q4NA6N9,zxEP1pk,2025-10-16 4:37:24,18,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,Less than 5 mins,Mindfullness/Awareness,Yes,3,4,4,4,3,4,4,4,4,4,4,4,4,4,,,,Yes,TRUE,3,,FALSE,"No symptoms, bro! All fine. ",,Yes,Games,,,Yes,,8,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,TRUE
81EQO2P,jae1vDQ,2025-10-16 4:37:29,18,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,Less than 5 mins,"Moving Meditation (like Tai-Chi, Yoga, etc)",Yes,4,4,2,3,4,4,4,4,4,3,4,4,4,4,,,,Yes,TRUE,2,Check me for relaxing recommendations ,TRUE,"No symptoms, bro! All fine. ",,Yes,Music,,,Yes,,5,,TRUE,TRUE,TRUE
VLx5gAJ,RGWEkW4,2025-10-16 4:37:54,18,Female,Undergraduate (UG),1,BCA,,Rare (less than once a week),5-6 days/week,15-30 mins,Mindfullness/Awareness,No,4,3,2,4,2,4,3,4,4,4,4,3,4,3,,,,Yes,TRUE,2,Check me for relaxing recommendations ,TRUE,Feel constantly tired.,,No,,Just roam around,,Maybe?,,8,"Yes, definitely unique. Want to see more like this. ",TRUE,TRUE,FALSE
kdr6q11,RGWEkWj,2025-10-16 4:37:58,19,Male,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),1-2 days/week,5-15 mins,Breath-based (Pranayama),Maybe?,4,3,2,3,4,4,4,2,2,3,2,4,3,4,It helps to be calm and composed ,Breathing based ,Yes it helps to focus on studies ,Yes,TRUE,4,,,Feel constantly tired.,,Yes,Hang out with friends,,,Yes,,8,"Unique, but I don't think I want to see more like this. I want the standard ones. ",TRUE,TRUE,FALSE
NpOWkvQ,eq5kvMk,2025-10-16 4:38:15,19,Female,Undergraduate (UG),1,BCA,,Rare (less than once a week),3-4 days/week,5-15 mins,"Moving Meditation (like Tai-Chi, Yoga, etc)",Yes,4,4,2,4,2,4,4,4,4,2,2,3,4,4,give calmness,,yes,Yes,TRUE,2,,,Headaches.,,Yes,Music,,,Yes,no,4,"I don't know, dude. It looks the same to me.",TRUE,FALSE,TRUE
eqoe4GO,PdRVkDe,2025-10-16 4:38:26,18,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),5-6 days/week,5-15 mins,Breath-based (Pranayama),Maybe?,3,4,1,1,3,5,5,3,3,3,1,5,3,5,,,,Yes,TRUE,2,Check me for relaxing recommendations ,TRUE,"Difficulty sleeping (not counting the part where you stay up late to watch anime or a TV show... and you actually work on your academic course work), Feel constantly tired., Stress eating? We honestly don't know if this is possible, but some people have said it's true?, Other",I'm just a chill guy,Yes,"Games, Music, Hobbies, Hang out with friends, Just roam around",,,Maybe?,,8,,TRUE,FALSE,TRUE
zxbDlBq,44aezJX,2025-10-16 4:38:29,18,Female,Undergraduate (UG),1,BCA,,Rare (less than once a week),0 days/week,5-15 mins,Mindfullness/Awareness,No,3,2,2,3,3,2,4,3,2,3,3,3,4,4,,,,Yes,TRUE,2,Check me for relaxing recommendations ,TRUE,"Muscle tension: Neck, shoulder and other stiffness when you're working for a long time. , Headaches.",,No,,Music,,Maybe?,,9,"Unique, but I don't think I want to see more like this. I want the standard ones. ",TRUE,FALSE,TRUE
A7QLZMB,zxEPLyR,2025-10-16 4:38:36,18,Female,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,Less than 5 mins,Breath-based (Pranayama),Yes,3,4,1,3,1,3,3,3,4,1,3,2,1,3,,5 minutes meditation ,Yes,Yes,TRUE,3,,,,,,,,,,,10,,TRUE,FALSE ,FALSE
XxNWXPO,LZDRkKv,2025-10-16 4:38:45,18,Male,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),1-2 days/week,15-30 mins,Mantra-based,Yes,3,2,2,3,4,5,4,4,3,3,4,3,4,4,It's shows a positive feeling .,Pranayama,It's helps to focus on the goals and manage time and avoid stress.,Yes,TRUE,2,Check me for relaxing recommendations ,TRUE,"No symptoms, bro! All fine. ",,Yes,Games,,,Yes,No ,6,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE ,FALSE
LZoWl2O,ob9Xv2e,2025-10-16 4:38:55,18,Female,Undergraduate (UG),1,BCA,,None,0 days/week,Less than 5 mins,Breath-based (Pranayama),No,2,4,3,3,3,4,3,4,3,3,3,3,3,3,I don't meditate,,,Yes,TRUE,5,,FALSE,"No symptoms, bro! All fine. ",,Yes,"Other, Hang out with friends",,,No,,9,,TRUE,FALSE ,FALSE
RGr5p9p,2EjQ7KL,2025-10-16 4:38:57,20,Male,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),3-4 days/week,15-30 mins,Mantra-based,Yes,4,3,2,3,4,4,4,3,3,2,3,3,4,4,Increases memory power,Mantra based,"Yes, it increases memory power, concentration, etc.",Yes,TRUE,4,Check me for relaxing recommendations ,TRUE,"No symptoms, bro! All fine. ",,Yes,"Just roam around, Music, Hobbies, Games",,,Yes,It is best to reduce your stress.,9,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE ,FALSE
xX6aKqJ,QKoPk78,2025-10-16 4:38:59,18,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,5-15 mins,Breath-based (Pranayama),Maybe?,4,5,2,3,4,5,3,4,2,4,3,4,4,3,Feels very good ,Breathing ,Yes,Yes,TRUE,1,Check me for relaxing recommendations ,TRUE,Headaches.,,Yes,"Games, Hang out with friends",,,Yes,No,7,"Yes, definitely unique. Want to see more like this. ",FALSE,FALSE ,FALSE
WOZ5yWP,68DaMZP,2025-10-16 4:39:00,19,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,5-15 mins,Breath-based (Pranayama),Yes,3,3,1,3,4,2,4,2,3,1,3,4,2,4,It helped me to get relaxed ,Breath based exercise ,Yes because I was in very calm and peaceful mind,Yes,TRUE,5,Check me for relaxing recommendations ,TRUE,"No symptoms, bro! All fine. ",,Yes,Music,,,Yes,No,10,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE ,FALSE
7RP2GA9,b5ZbvWg,2025-10-16 4:39:01,17,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,Less than 5 mins,Breath-based (Pranayama),Yes,4,4,1,2,4,4,5,3,4,1,4,2,4,4, ,,,Yes,TRUE,,,,,,,,,,,,8,,TRUE,FALSE ,TRUE
rjqA7eL,2EjQ7PL,2025-10-16 4:39:08,18,Female,Undergraduate (UG),1,BCA,,Rare (less than once a week),3-4 days/week,5-15 mins,Breath-based (Pranayama),Yes,3,2,1,3,3,2,1,2,1,1,2,3,2,2,,,,Yes,TRUE,2,Check me for relaxing recommendations ,TRUE,Headaches.,,Yes,Music,,,Yes,,2,,TRUE,FALSE ,TRUE
zxbDlVE,81N7MxO,2025-10-16 4:39:14,18,Male,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),1-2 days/week,5-15 mins,Mantra-based,Yes,4,2,4,4,4,2,4,4,4,2,4,3,4,4,,,,Yes,TRUE,2,,,"No symptoms, bro! All fine. ",,Yes,Games,,,Yes,,5,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE ,FALSE
aQlYVVW,pbe8vKb,2025-10-16 4:39:30,17,Female,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,Less than 5 mins,Mindfullness/Awareness,No,3,3,4,3,4,3,3,3,3,2,3,4,3,4,Helps to concentrate more after relaxing my mind ,Awareness because to concentrate on studies ,"Yes , it brings more calmness to mind ",Yes,TRUE,3,,FALSE,"Stress eating? We honestly don't know if this is possible, but some people have said it's true?",,Yes,Music,,,Yes,,5,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE ,FALSE
1AB78q4,zxEPLqq,2025-10-16 4:39:32,18,Female,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),1-2 days/week,5-15 mins,Breath-based (Pranayama),Yes,4,3,2,3,3,3,3,3,2,2,3,3,2,4,It helps me remains and sort my thoughts and ideas ,"Breathing, my mind remains calm and wanders less",Yeah ,Yes,TRUE,4,Check me for relaxing recommendations ,TRUE,"No symptoms, bro! All fine. ",,Yes,"Music, Games, Just roam around",,,Maybe?,,8,"Yes, definitely unique. Want to see more like this. ",FALSE,FALSE,TRUE
A7QLZZo,gDbKv0d,2025-10-16 4:39:30,19,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),3-4 days/week,15-30 mins,Breath-based (Pranayama),Yes,4,4,3,4,3,3,3,4,3,2,3,3,4,3,,,,Yes,TRUE,,,,Headaches.,,No,,Just roam around,,Yes,,6,"Yes, definitely unique. Want to see more like this. ",FALSE,FALSE,FALSE
68V2ooo,1AWq6lW,2025-10-16 4:39:30,18,Female,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),1-2 days/week,5-15 mins,Mindfullness/Awareness,Maybe?,4,5,3,4,2,4,3,4,3,3,4,2,4,3,I don't meditate ,,,Yes,TRUE,3,,,"Headaches., Muscle tension: Neck, shoulder and other stiffness when you're working for a long time. , .",Understanding concepts in programming language ,No,,Music,,No,,8,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,TRUE
2ERN0Qg,Zj9qDNy,2025-10-16 4:39:37,18,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,Less than 5 mins,Breath-based (Pranayama),No,4,4,3,4,4,5,4,4,4,4,5,4,4,4,,,,Yes,TRUE,2,,,Headaches.,,Yes,Games,,,Yes,,5,"Unique, but I don't think I want to see more like this. I want the standard ones. ",TRUE,FALSE,TRUE
81EQO0k,LZDRkd1,2025-10-16 4:39:42,18,Male,Undergraduate (UG),1,BCA,,None,0 days/week,Less than 5 mins,Breath-based (Pranayama),No,3,3,2,4,5,4,3,3,3,2,3,3,3,4,To be calm and focus ,Breath meditation ,"Yes,it helped to me to be stress free and concentrate more on studies.",Yes,TRUE,3,Check me for relaxing recommendations ,TRUE,"Headaches., Muscle tension: Neck, shoulder and other stiffness when you're working for a long time. ",,No,,"Music, Games, Just roam around, Hang out with friends, Hobbies",,Maybe?,No,10,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
yP79LW6,vGXoKAQ,2025-10-16 4:39:42,18,Male,Undergraduate (UG),1,BCA,,None,0 days/week,5-15 mins,Mindfullness/Awareness,Yes,5,4,2,4,1,4,3,2,3,2,4,3,4,4,Makes me calm,"Breathing in ane out 
It helps me to be calm ",Yes ,Yes,TRUE,4,,,"Difficulty sleeping (not counting the part where you stay up late to watch anime or a TV show... and you actually work on your academic course work), Muscle tension: Neck, shoulder and other stiffness when you're working for a long time. , Headaches.",,Yes,"Music, Just roam around, Hang out with friends",,,Yes,,8,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
rjqA7xX,PdRVkAb,2025-10-16 4:39:48,21,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,Less than 5 mins,Mindfullness/Awareness,Yes,4,3,2,4,3,4,4,4,3,2,4,3,4,3,,,,Yes,TRUE,2,,,"Muscle tension: Neck, shoulder and other stiffness when you're working for a long time. ",,No,,Music,,Maybe?,,7,"Unique, but I don't think I want to see more like this. I want the standard ones. ",FALSE,TRUE,FALSE
Y5qW8Ev,Zj9qDd0,2025-10-16 4:39:59,17,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,5-15 mins,Breath-based (Pranayama),Yes,3,4,2,3,3,2,4,2,4,4,4,2,3,4,While doing the meditation our stree was released and mind is full of pieace,Breathing is one of the best meditation it is helps to release of stress mind,,Yes,TRUE,3,,,Feel constantly tired.,,No,,Games,,Yes,,7,,TRUE,FALSE,FALSE
EkaQyz2,ODQOkPK,2025-10-16 4:40:08,18,Male,Undergraduate (UG),1,BCA,,None,0 days/week,Less than 5 mins,Mindfullness/Awareness,Maybe?,4,3,1,3,3,3,3,4,3,1,3,3,3,3,May be ,I think Pranayama because it removes the stress ,Yes it helps to focus as it removes the stress and make to feel good ,Yes,TRUE,3,,FALSE,"No symptoms, bro! All fine. ",,No,,Music,,Maybe?,Nothing ,8,,TRUE,FALSE,FALSE
PdP5VpB,b5ZbvL2,2025-10-16 4:40:29,18,Female,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),1-2 days/week,5-15 mins,Breath-based (Pranayama),Maybe?,3,3,2,3,3,3,3,3,3,2,3,3,2,3,"Meditation reduced my stress and helped me stay calm and focused during academic tasks.

",Pranayama,Yes,Yes,TRUE,,,,Headaches.,,No,,"Hobbies, Just roam around",,Yes,Noo,5,"Unique, but I don't think I want to see more like this. I want the standard ones. ",FALSE,FALSE,FALSE
J9BA5dK,dWbBvly,2025-10-16 4:40:37,18,Female,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),1-2 days/week,5-15 mins,Breath-based (Pranayama),Yes,3,2,2,4,3,3,3,3,3,2,4,3,2,3,"""Meditation significantly decreased my stress levels. Before, I'd panic when facing a complex problem set. Afterward, I was able to approach the tasks with a clearer, more objective mind, which reduced the feeling of being overwhelmed."" ","Focused breathing meditation was the most effective. Simply concentrating on the inhale and exhale acted as a reset button. It gave my brain a much-needed break from circulating anxious thoughts, allowing me to return to my work with renewed concentration.""","Yes, it improved my focus. By training my attention during meditation, I noticed when my mind wandered during studying and was able to gently redirect it back to the task faster than before. ",Yes,TRUE,3,,FALSE,"No symptoms, bro! All fine. ",,Yes,Music,,,Maybe?,No not much ,10,"Yes, definitely unique. Want to see more like this. ",FALSE,TRUE,FALSE
ODV5O4g,dWbBvjy,2025-10-16 4:40:51,18,Male,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),0 days/week,5-15 mins,Breath-based (Pranayama),Yes,5,4,1,5,5,5,5,5,4,1,5,5,5,4,"reduces stress by lowering the body's cortisol levels, calming the nervous system, and building emotional resilience","However, I can offer information about which meditation practices are generally considered effective for humans, and the reasons why, based on scientific research and common user experiences. These practices can be categorized based on their focus, intent, and methodology. ","Yes, meditation has been shown to improve focus, emotional stability, and, indirectly, time management",Yes,TRUE,0,,,,,,,,,,,9,,TRUE,FALSE,FALSE
VLx52Qy,Y5jNkY6,2025-10-16 4:40:51,17,Male,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),1-2 days/week,30-60 mins,Mantra-based,Yes,5,5,1,3,3,4,4,5,4,1,3,1,4,4,Gives Positive ,Mantra based ,Yes,Yes,TRUE,5,Check me for relaxing recommendations ,TRUE,"Muscle tension: Neck, shoulder and other stiffness when you're working for a long time. ",,Yes,Games,,,Yes,,8,"Yes, definitely unique. Want to see more like this. ",TRUE,TRUE,FALSE
1AB7q4l,EkqyMJL,2025-10-16 4:40:54,18,Female,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),3-4 days/week,5-15 mins,Breath-based (Pranayama),Yes,3,2,5,3,3,1,4,4,1,5,3,3,5,1,Sometimes ,Breathin and breathout ,"Yes, obviously it makes us more focused.",Yes,TRUE,4,,,"No symptoms, bro! All fine. ",,No,,Music,,Yes,If we’ve any stress and angry while doing meditation it use to reduce our stress ,7,,TRUE,FALSE,FALSE
7RP26xZ,vGXoKx8,2025-10-16 4:41:13,17,Male,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),1-2 days/week,15-30 mins,Breath-based (Pranayama),Maybe?,3,2,1,3,4,2,5,4,2,2,3,5,4,5,Gives Positive,Manthra,Yes,Yes,TRUE,5,Check me for relaxing recommendations ,TRUE,Headaches.,,Yes,"Music, Games, Hobbies",,,Maybe?,,8,"Yes, definitely unique. Want to see more like this. ",TRUE,TRUE,TRUE
EkaQyW4,ob9Xv0M,2025-10-16 4:41:17,19,Female,Undergraduate (UG),1,BCA,,Occasional (1–3 times/week),1-2 days/week,5-15 mins,Breath-based (Pranayama),Yes,4,3,2,4,3,4,3,4,4,2,4,3,3,3,It helps to reduce pressure ,Kapalabathi because it helps me to breath out all toxic clearly from stomach,"Yes, it helps me to study focus for longer time",Yes,TRUE,5,Check me for relaxing recommendations ,TRUE,Headaches.,,Yes,Music,,,Maybe?,,8,"Unique, but I don't think I want to see more like this. I want the standard ones. ",TRUE ,FALSE,FALSE
0QA6NL6,ob9Xv5N,2025-10-16 4:41:55,18,Male,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,5-15 mins,Mindfullness/Awareness,No,3,2,2,3,2,3,3,3,3,2,3,3,2,3,Anxious,Nothing,Yes🙂,Yes,TRUE,2,,FALSE,"No symptoms, bro! All fine. ",,No,,"Music, Just roam around",,Yes,,7,"Yes, definitely unique. Want to see more like this. ",TRUE ,FALSE,FALSE
yP79VE0,ODQOkka,2025-10-16 4:42:16,18,Female,Undergraduate (UG),1,BCA,,Rare (less than once a week),1-2 days/week,15-30 mins,Mindfullness/Awareness,Yes,4,3,1,4,3,3,3,3,2,1,3,2,5,3,It calm my mind and remove all the negativity from my mind and made me feel relaxed and concentrate more.,Breathing and mindfully.,"Yes, it removed all the stress and help me  to focus on my studies more than their outcome.",Yes,TRUE,3,,,Headaches.,,Yes,"Music, Just roam around",,,Yes,No,8,"Yes, definitely unique. Want to see more like this. ",TRUE ,FALSE,FALSE
rjqAzJL,68DaM4Y,2025-10-16 4:43:02,18,Female,Undergraduate (UG),1,BCA,,Rare (less than once a week),0 days/week,15-30 mins,Breath-based (Pranayama),Yes,3,4,1,3,4,3,5,5,1,1,3,4,3,5,It helped me stay calm and focused in stressful situations,Breathing exercises helped me a lot since it reduced my stress levels,"Yes, it helped me improve my focus",Yes,TRUE,5,,FALSE,Headaches.,,Yes,"Music, Just roam around, Hang out with friends",,,Yes,,9,"Yes, definitely unique. Want to see more like this. ",TRUE,FALSE,FALSE
rjqAz12,ODQOkZ7,2025-10-16 4:44:17,18,Female,Undergraduate (UG),1,BCA,,Extensive (daily practice),5-6 days/week,5-15 mins,Breath-based (Pranayama),Yes,5,5,5,5,4,5,4,5,5,1,5,5,4,4, makes me stressless,kapalbhathi," yes , we feel stress and irritating emotionly depressed that time meditation will heal the stress and depression ",Yes,TRUE,5,Check me for relaxing recommendations ,TRUE,"Stress eating? We honestly don't know if this is possible, but some people have said it's true?, No symptoms, bro! All fine. ",,Yes,Music,,,Yes, calmness ,9,"Yes, definitely unique. Want to see more like this. ",FALSE,TRUE,FALSE
